src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,mean_packet_size,min_packet_size,max_packet_size,flow_duration,mean_iat,min_iat,max_iat,start_time,label,true_label,ssl_label
139.144.214.95,192.168.1.4,443,12116,TCP,6,515,85.83333333333333,54,210,6.266965,1.253393,0.004864,4.795465,1779695899.0268898,Browsing,Browsing,-1
192.168.1.4,88.99.52.179,4838,443,TCP,15,5729,381.93333333333334,54,1304,1.494445,0.106746,0.0,0.309775,1779776335.3058372,Gaming,Gaming,-1
192.168.1.4,18.141.33.54,8647,443,TCP,17,3394,199.64705882352942,54,1304,225.994561,14.12466,0.0,45.12382,1779695842.1306324,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,51494,5355,UDP,2,146,73.0,73,73,0.417745,0.417745,0.417745,0.417745,1779776536.318942,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,50161,UDP,1,129,129.0,129,129,0.0,0.0,0.0,0.0,1779776342.94402,Gaming,Gaming,-1
192.168.1.4,85.210.196.11,6002,443,TCP,12,1938,161.5,54,835,1.826176,0.166016,6e-05,0.52379,1779688502.250746,YouTube,YouTube,-1
192.168.1.1,192.168.1.4,53,55738,UDP,1,130,130.0,130,130,0.0,0.0,0.0,0.0,1779776343.617283,Gaming,Gaming,-1
192.168.1.4,3.231.134.51,11200,443,TCP,2,132,66.0,54,78,0.000138,0.000138,0.000138,0.000138,1779698274.514755,Idle,Idle,-1
69.173.158.64,192.168.1.4,443,8501,TCP,18,7573,420.72222222222223,54,1304,187.476186,11.028011,0.0,45.134475,1779695900.1824834,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,1889,53,TCP,3,198,66.0,66,66,3.011173,1.505587,0.999959,2.011214,1779776421.603193,Gaming,Gaming,-1
192.168.1.4,138.201.56.12,1155,443,TCP,16,5785,361.5625,54,1304,1.486339,0.099089,0.0,0.390532,1779776486.146842,Gaming,Gaming,-1
192.168.1.4,192.145.111.2,11461,443,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779695818.6744862,Browsing,Browsing,-1
178.63.95.92,192.168.1.4,443,7889,TCP,18,5337,296.5,54,1304,3.557383,0.209258,0.0,1.67696,1779776445.1262882,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,51517,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779695820.004433,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,51700,5355,UDP,2,146,73.0,73,73,0.413594,0.413594,0.413594,0.413594,1779776259.0911832,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,59476,UDP,1,106,106.0,106,106,0.0,0.0,0.0,0.0,1779776425.6347206,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,51112,UDP,1,132,132.0,132,132,0.0,0.0,0.0,0.0,1779776343.729442,Gaming,Gaming,-1
192.168.1.4,35.213.7.90,13290,443,TCP,20,4329,216.45,54,1304,227.461957,11.971682,0.0,45.278039,1779695842.0426886,Browsing,Browsing,-1
72.153.5.128,192.168.1.4,443,11205,TCP,1,54,54.0,54,54,0.0,0.0,0.0,0.0,1779698084.947325,Idle,Idle,-1
192.168.1.4,192.168.1.1,59744,53,UDP,1,85,85.0,85,85,0.0,0.0,0.0,0.0,1779776333.3309944,Gaming,Gaming,-1
192.168.1.4,208.115.232.150,11772,443,TCP,12,2572,214.33333333333334,54,1304,5.887583,0.535235,2.1e-05,2.001917,1779776330.4866076,Gaming,Gaming,-1
192.168.1.4,220.150.223.50,3704,443,TCP,10,3333,333.3,54,1304,0.575429,0.063937,0.0,0.203704,1779695856.642651,Browsing,Browsing,-1
192.168.1.4,185.184.8.90,7103,443,TCP,25,4541,181.64,54,1304,274.33836,11.430765,0.0,45.361119,1779695820.2762082,Browsing,Browsing,-1
192.168.1.4,166.62.17.2,10047,80,TCP,7,683,97.57142857142857,54,347,0.217574,0.036262,2.5e-05,0.112388,1779695825.6087282,Browsing,Browsing,-1
192.168.1.4,44.209.117.219,9994,443,TCP,20,7243,362.15,54,1304,10.262167,0.540114,0.0,5.62393,1779695820.2765589,Browsing,Browsing,-1
20.42.179.192,192.168.1.4,443,6019,TCP,13,5038,387.53846153846155,54,1304,1.910269,0.159189,1e-06,0.426178,1779688528.7719975,YouTube,YouTube,-1
192.168.1.4,35.227.252.103,3234,443,TCP,7,2145,306.42857142857144,54,1304,0.199602,0.033267,0.0,0.10797,1779776215.6377616,Gaming,Gaming,-1
192.168.1.4,207.65.33.78,9349,443,TCP,10,2424,242.4,54,1304,1.736356,0.192928,0.0,0.446579,1779776540.5872397,Gaming,Gaming,-1
192.168.1.4,43.206.233.6,14916,443,TCP,13,3172,244.0,54,1304,10.781864,0.898489,0.0,9.941531,1779695820.0909343,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,49878,53,UDP,1,85,85.0,85,85,0.0,0.0,0.0,0.0,1779688168.9191236,YouTube,YouTube,-1
207.65.33.78,192.168.1.4,443,4158,TCP,38,18290,481.3157894736842,54,5054,273.379205,7.388627,0.0,45.150891,1779695817.1591556,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,55633,53,UDP,1,86,86.0,86,86,0.0,0.0,0.0,0.0,1779695816.3808928,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,1473,53,TCP,3,198,66.0,66,66,3.021424,1.510712,1.005644,2.01578,1779695810.5583138,Browsing,Browsing,-1
74.121.143.245,192.168.1.4,443,12259,TCP,15,5349,356.6,54,1662,76.199299,5.442807,0.0,45.300826,1779695820.0190537,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,1800,53,TCP,3,198,66.0,66,66,3.007497,1.503748,1.006917,2.00058,1779775707.3422399,Download,Download,-1
23.215.60.42,192.168.1.4,443,1062,TCP,15,4918,327.8666666666667,54,1304,10.447723,0.746266,0.0,10.059281,1779776344.2222202,Gaming,Gaming,-1
192.168.1.4,23.106.127.37,10258,443,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779776480.3508725,Gaming,Gaming,-1
192.168.1.4,98.86.41.214,14842,443,TCP,15,3328,221.86666666666667,54,1304,61.401147,4.385796,0.0,45.355388,1779695835.5705593,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,4629,53,TCP,2,132,66.0,66,66,6.015849,6.015849,6.015849,6.015849,1779776415.586491,Gaming,Gaming,-1
172.240.35.228,192.168.1.4,443,3226,TCP,13,3985,306.53846153846155,54,2198,11.673542,0.972795,0.0,9.980574,1779695825.1808662,Browsing,Browsing,-1
192.168.1.4,3.0.107.214,4390,443,TCP,6,2091,348.5,54,1304,0.58731,0.117462,0.0,0.298978,1779776540.304464,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,59023,53,UDP,1,73,73.0,73,73,0.0,0.0,0.0,0.0,1779776215.6226423,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,57297,UDP,1,100,100.0,100,100,0.0,0.0,0.0,0.0,1779776217.7095914,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,60158,5355,UDP,2,146,73.0,73,73,0.417722,0.417722,0.417722,0.417722,1779776391.3569858,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,64492,UDP,1,211,211.0,211,211,0.0,0.0,0.0,0.0,1779776335.910278,Gaming,Gaming,-1
88.99.52.179,192.168.1.4,443,5888,TCP,15,2183,145.53333333333333,54,380,1.482158,0.105868,0.0,0.581014,1779776335.5927444,Gaming,Gaming,-1
192.168.1.4,20.210.25.198,8899,443,TCP,3,162,54.0,54,54,0.705823,0.352912,0.18996,0.515863,1779776264.871097,Gaming,Gaming,-1
69.173.158.64,192.168.1.4,443,13619,TCP,20,8950,447.5,54,1304,69.039127,3.633638,0.0,66.94813,1779776217.7671764,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,59407,UDP,1,154,154.0,154,154,0.0,0.0,0.0,0.0,1779776215.7559612,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,61928,UDP,1,162,162.0,162,162,0.0,0.0,0.0,0.0,1779776341.1005645,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,55247,UDP,1,130,130.0,130,130,0.0,0.0,0.0,0.0,1779776540.323611,Gaming,Gaming,-1
192.168.1.4,23.208.65.107,5897,443,TCP,10,1429,142.9,54,586,106.863476,11.87372,0.000721,106.516751,1779775726.268286,Download,Download,-1
192.168.1.4,95.173.218.112,3629,443,TCP,30,5287,176.23333333333332,54,1304,66.331839,2.287305,0.0,44.959218,1779695819.7668023,Browsing,Browsing,-1
192.168.1.4,3.111.241.224,3938,443,TCP,6,2163,360.5,54,1304,0.802654,0.160531,0.0,0.525078,1779776486.2878003,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,53882,UDP,1,198,198.0,198,198,0.0,0.0,0.0,0.0,1779688169.907472,YouTube,YouTube,-1
192.0.76.3,192.168.1.4,443,53960,UDP,15,12175,811.6666666666666,63,1505,2.545112,0.181794,1e-06,0.67341,1779695896.6477551,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,3429,53,TCP,3,198,66.0,66,66,3.008088,1.504044,1.00713,2.000958,1779695804.1402273,Browsing,Browsing,-1
199.232.103.52,192.168.1.4,443,4284,TCP,10,4977,497.7,54,1304,0.095278,0.010586,0.0,0.047929,1779695903.147729,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,10457,53,TCP,3,198,66.0,66,66,3.005665,1.502833,1.003585,2.002081,1779695804.6078904,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,55071,5355,UDP,2,146,73.0,73,73,0.416425,0.416425,0.416425,0.416425,1779776272.3218498,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,60881,53,UDP,1,83,83.0,83,83,0.0,0.0,0.0,0.0,1779695898.536201,Browsing,Browsing,-1
192.168.1.4,67.199.150.77,4494,443,TCP,14,3276,234.0,54,1304,226.101148,17.392396,0.0,45.301074,1779695831.708668,Browsing,Browsing,-1
135.125.170.106,192.168.1.4,443,12960,TCP,20,5938,296.9,54,1304,7.708305,0.4057,0.0,5.999878,1779775757.4472895,Download,Download,-1
192.168.1.4,142.251.43.130,11981,443,TCP,16,6274,392.125,54,1304,6.15678,0.410452,0.0,4.813514,1779776461.6184556,Gaming,Gaming,-1
192.168.1.4,34.160.55.127,53925,443,UDP,31,26487,854.4193548387096,73,1292,2.203311,0.073444,6.7e-05,0.572946,1779776541.484389,Gaming,Gaming,-1
192.168.1.4,178.63.105.110,3597,443,TCP,16,5496,343.5,54,1304,70.491213,4.699414,0.0,69.300933,1779776215.7565992,Gaming,Gaming,-1
192.168.1.4,34.2.23.33,10324,443,TCP,22,6243,283.77272727272725,54,1304,266.664862,12.698327,0.0,45.302172,1779695819.474339,Browsing,Browsing,-1
192.168.1.4,72.153.5.128,5902,443,TCP,14,2069,147.78571428571428,54,697,110.238585,8.479891,2.8e-05,108.223032,1779775726.7321582,Download,Download,-1
34.111.170.203,192.168.1.4,443,6094,TCP,9,4433,492.55555555555554,54,1304,63.016667,7.877083,2e-06,45.098847,1779695817.1151059,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,57339,53,UDP,1,73,73.0,73,73,0.0,0.0,0.0,0.0,1779776215.6225631,Gaming,Gaming,-1
192.168.1.4,108.159.19.171,10231,443,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779776486.4538639,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,55973,UDP,1,274,274.0,274,274,0.0,0.0,0.0,0.0,1779776502.3328476,Gaming,Gaming,-1
192.168.1.4,3.114.168.249,10515,443,TCP,18,3813,211.83333333333334,54,1304,61.653458,3.626674,0.0,44.961119,1779695819.4760642,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,49784,UDP,1,119,119.0,119,119,0.0,0.0,0.0,0.0,1779688326.5730739,YouTube,YouTube,-1
172.64.153.109,192.168.1.4,443,2411,TCP,9,5023,558.1111111111111,54,1304,17.802437,2.225305,0.0,16.99156,1779776429.8482573,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,57535,53,UDP,1,76,76.0,76,76,0.0,0.0,0.0,0.0,1779776302.4515288,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,50088,UDP,1,132,132.0,132,132,0.0,0.0,0.0,0.0,1779776335.9102502,Gaming,Gaming,-1
69.173.158.64,192.168.1.4,443,2453,TCP,29,12128,418.2068965517241,54,1304,56.994444,2.035516,0.0,31.928608,1779695821.2424634,Browsing,Browsing,-1
3.111.241.224,192.168.1.4,443,11390,TCP,29,10603,365.62068965517244,54,2554,77.671379,2.773978,0.0,25.084216,1779776208.8588316,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,57381,53,UDP,1,85,85.0,85,85,0.0,0.0,0.0,0.0,1779776338.6218936,Gaming,Gaming,-1
192.168.1.4,85.210.196.11,6017,443,TCP,12,2213,184.41666666666666,54,1110,1.329879,0.120898,6.7e-05,0.255387,1779688525.511971,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,50411,53,UDP,1,75,75.0,75,75,0.0,0.0,0.0,0.0,1779776539.8074892,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,60035,UDP,1,120,120.0,120,120,0.0,0.0,0.0,0.0,1779776343.7294424,Gaming,Gaming,-1
192.168.1.4,72.153.5.128,11204,443,TCP,2,108,54.0,54,54,0.296993,0.296993,0.296993,0.296993,1779698084.6061666,Idle,Idle,-1
192.168.1.4,4.247.188.224,8841,443,TCP,20,10654,532.7,54,1304,0.944441,0.049707,0.0,0.245646,1779688154.484957,YouTube,YouTube,-1
192.168.1.1,192.168.1.4,53,63094,UDP,1,139,139.0,139,139,0.0,0.0,0.0,0.0,1779688448.2947826,YouTube,YouTube,-1
192.168.1.4,199.232.103.52,8906,443,TCP,9,2356,261.77777777777777,54,1304,0.158951,0.019869,0.0,0.054892,1779695894.0651884,Browsing,Browsing,-1
192.168.1.4,185.184.8.90,9778,443,TCP,17,3431,201.8235294117647,54,1304,226.967183,14.185449,0.0,45.254781,1779695843.209164,Browsing,Browsing,-1
208.115.232.150,192.168.1.4,443,11273,TCP,1,58,58.0,58,58,0.0,0.0,0.0,0.0,1779776542.3228185,Gaming,Gaming,-1
65.21.238.88,192.168.1.4,443,10071,TCP,8,1075,134.375,54,357,51.306074,7.329439,0.0,45.622113,1779776491.0171313,Gaming,Gaming,-1
3.111.241.224,192.168.1.4,443,1546,TCP,27,9573,354.55555555555554,54,2554,77.671378,2.987361,0.0,20.493354,1779776208.858831,Gaming,Gaming,-1
192.168.1.4,38.134.110.235,1278,443,TCP,5,330,66.0,66,66,15.010341,3.752585,1.008551,8.000509,1779695906.151847,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,55006,UDP,1,94,94.0,94,94,0.0,0.0,0.0,0.0,1779776330.227168,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,62852,53,UDP,1,75,75.0,75,75,0.0,0.0,0.0,0.0,1779776539.8073275,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,50014,UDP,1,162,162.0,162,162,0.0,0.0,0.0,0.0,1779776344.1380336,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,54979,UDP,1,146,146.0,146,146,0.0,0.0,0.0,0.0,1779776346.959334,Gaming,Gaming,-1
192.168.1.4,184.34.105.33,13996,443,TCP,12,2447,203.91666666666666,54,1304,60.688749,5.517159,0.0,45.012934,1779776219.7386096,Gaming,Gaming,-1
192.168.1.4,141.226.224.32,4594,443,TCP,12,3224,268.6666666666667,54,1304,0.934763,0.084978,0.0,0.322026,1779695898.8398342,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,10239,53,TCP,3,198,66.0,66,66,3.026114,1.513057,1.010556,2.015558,1779695804.311335,Browsing,Browsing,-1
192.168.1.4,224.0.0.252,55051,5355,UDP,2,146,73.0,73,73,0.413156,0.413156,0.413156,0.413156,1779776302.7568333,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,12095,53,TCP,3,198,66.0,66,66,3.011625,1.505812,1.000375,2.01125,1779776421.6028202,Gaming,Gaming,-1
192.168.1.4,142.251.10.188,8920,5228,TCP,12,2689,224.08333333333334,54,1304,7.721131,0.701921,0.0,2.687458,1779776451.8698337,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,8601,53,TCP,2,132,66.0,66,66,6.003746,6.003746,6.003746,6.003746,1779776415.3817694,Gaming,Gaming,-1
54.151.166.244,192.168.1.4,443,8614,TCP,24,6675,278.125,54,1304,13.490036,0.586523,0.0,12.787196,1779776341.1799119,Gaming,Gaming,-1
142.250.207.78,192.168.1.4,443,11341,TCP,13,1052,80.92307692307692,54,153,143.522223,11.960185,0.0,45.085326,1779775738.3003724,Download,Download,-1
20.42.179.192,192.168.1.4,443,1215,TCP,11,4919,447.1818181818182,54,2554,1.636372,0.163637,1e-06,0.350349,1779775816.289112,Download,Download,-1
141.226.224.32,192.168.1.4,443,4594,TCP,10,940,94.0,54,204,0.942327,0.104703,0.0,0.320138,1779695899.1421604,Browsing,Browsing,-1
35.213.7.90,192.168.1.4,443,13265,TCP,6,3458,576.3333333333334,54,1304,0.197239,0.039448,0.0,0.195823,1779776217.8597088,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,65440,53,UDP,1,85,85.0,85,85,0.0,0.0,0.0,0.0,1779776539.8068216,Gaming,Gaming,-1
192.168.1.4,34.117.77.79,64045,443,UDP,5,2945,589.0,73,1292,0.249092,0.062273,3.5e-05,0.167817,1779695841.8695807,Browsing,Browsing,-1
192.168.1.4,44.240.157.96,8262,443,TCP,10,2371,237.1,54,1304,60.895441,6.76616,0.0,45.005263,1779695845.5589776,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,60924,53,UDP,1,75,75.0,75,75,0.0,0.0,0.0,0.0,1779688167.6692274,YouTube,YouTube,-1
168.151.55.7,192.168.1.4,443,2836,TCP,17,6074,357.29411764705884,54,2554,49.089554,3.068097,1e-06,28.000322,1779695824.67896,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,51400,UDP,1,168,168.0,168,168,0.0,0.0,0.0,0.0,1779776335.9102516,Gaming,Gaming,-1
3.120.164.232,192.168.1.4,443,12638,TCP,16,6800,425.0,54,2554,60.747907,4.04986,0.0,45.23684,1779695842.0087452,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,3606,53,TCP,3,198,66.0,66,66,3.005869,1.502935,1.002654,2.003215,1779776407.6614046,Gaming,Gaming,-1
192.168.1.4,13.251.206.71,5493,443,TCP,5,330,66.0,66,66,15.003102,3.750776,1.001751,7.999889,1779776217.0199919,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,58276,5355,UDP,2,146,73.0,73,73,0.416304,0.416304,0.416304,0.416304,1779776246.5714562,Gaming,Gaming,-1
23.208.65.25,192.168.1.4,443,13440,TCP,91,149099,1638.4505494505495,54,5054,126.461355,1.405126,0.0,45.068644,1779695810.0746768,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,58736,53,UDP,1,85,85.0,85,85,0.0,0.0,0.0,0.0,1779776394.928308,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,54520,5355,UDP,2,146,73.0,73,73,0.413294,0.413294,0.413294,0.413294,1779776372.1970427,Gaming,Gaming,-1
20.42.65.89,192.168.1.4,443,7627,TCP,12,9760,813.3333333333334,54,1304,66.880983,6.080089,1e-06,66.187014,1779690797.9688346,meet,meet,-1
192.168.1.1,192.168.1.4,53,56163,UDP,1,128,128.0,128,128,0.0,0.0,0.0,0.0,1779776344.1367383,Gaming,Gaming,-1
192.168.1.4,100.50.130.47,3484,443,TCP,8,2239,279.875,54,1304,1.024082,0.146297,0.0,0.351049,1779695899.1936488,Browsing,Browsing,-1
192.168.1.4,20.42.179.192,1215,443,TCP,14,2046,146.14285714285714,54,835,1.940973,0.149306,3.5e-05,0.351882,1779775815.9845855,Download,Download,-1
208.115.232.150,192.168.1.4,443,10780,TCP,12,4504,375.3333333333333,54,2554,11.182851,1.016623,0.0,8.906106,1779776343.4870906,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,55044,5355,UDP,2,146,73.0,73,73,0.414022,0.414022,0.414022,0.414022,1779776373.0269659,Gaming,Gaming,-1
192.168.1.4,69.173.158.64,6887,443,TCP,18,9410,522.7777777777778,54,1304,25.063084,1.474299,0.0,13.615234,1779695820.06041,Browsing,Browsing,-1
192.168.1.4,69.173.158.64,9641,443,TCP,13,3743,287.9230769230769,54,1304,180.962981,15.080248,0.0,45.153803,1779775720.1203995,Download,Download,-1
192.168.1.4,108.159.19.171,12153,443,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779776480.294321,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,13177,53,TCP,3,198,66.0,66,66,3.01359,1.506795,1.012651,2.000938,1779695812.7006488,Browsing,Browsing,-1
192.168.1.4,35.244.154.8,6307,443,TCP,19,4662,245.3684210526316,54,1304,68.344939,3.796941,0.0,66.542084,1779776218.1855166,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,12585,53,TCP,3,198,66.0,66,66,3.001293,1.500646,1.000462,2.000831,1779776421.6183555,Gaming,Gaming,-1
192.168.1.4,35.208.249.213,4114,443,TCP,12,2463,205.25,54,1304,61.045675,5.549607,0.0,44.970706,1779695840.425466,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,56200,53,UDP,1,88,88.0,88,88,0.0,0.0,0.0,0.0,1779776340.9511116,Gaming,Gaming,-1
23.208.65.107,192.168.1.4,443,5891,TCP,14,9610,686.4285714285714,54,2554,107.500148,8.269242,0.0,107.276847,1779775725.6333027,Download,Download,-1
192.168.1.1,192.168.1.4,53,61803,UDP,1,106,106.0,106,106,0.0,0.0,0.0,0.0,1779776344.2692451,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,59693,UDP,1,211,211.0,211,211,0.0,0.0,0.0,0.0,1779776540.3236156,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,62232,UDP,1,163,163.0,163,163,0.0,0.0,0.0,0.0,1779776217.8686123,Gaming,Gaming,-1
34.98.114.90,192.168.1.4,443,9633,TCP,8,1574,196.75,54,981,5.650041,0.807149,0.0,4.997572,1779695894.4660807,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,57519,53,UDP,1,78,78.0,78,78,0.0,0.0,0.0,0.0,1779776344.0744798,Gaming,Gaming,-1
192.168.1.4,69.173.158.64,10192,443,TCP,16,4981,311.3125,54,1304,67.584827,4.505655,0.0,66.360768,1779776218.9457376,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,52088,UDP,1,102,102.0,102,102,0.0,0.0,0.0,0.0,1779776446.201982,Gaming,Gaming,-1
18.161.229.80,192.168.1.4,443,7043,TCP,60,123271,2054.516666666667,54,6304,10.401346,0.176294,0.0,9.778722,1779776344.2658093,Gaming,Gaming,-1
192.168.1.4,172.217.194.188,2158,5228,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779776290.6722906,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,55836,5355,UDP,2,146,73.0,73,73,0.42121,0.42121,0.42121,0.42121,1779776537.6478648,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,56847,UDP,1,98,98.0,98,98,0.0,0.0,0.0,0.0,1779688169.5554318,YouTube,YouTube,-1
103.43.90.117,192.168.1.4,443,9548,TCP,34,11109,326.7352941176471,54,1662,20.768982,0.629363,0.0,9.972553,1779695832.8481371,Browsing,Browsing,-1
192.168.1.4,74.121.143.245,6881,443,TCP,12,3536,294.6666666666667,54,1304,100.863479,9.169407,0.0,45.015452,1779695905.2324646,Browsing,Browsing,-1
192.168.1.4,142.251.43.130,7904,443,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779776544.7190046,Gaming,Gaming,-1
23.215.60.56,192.168.1.4,80,1849,TCP,7,589,84.14285714285714,54,241,1.523438,0.253906,0.0,0.899644,1779776352.5695035,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,50723,53,UDP,1,75,75.0,75,75,0.0,0.0,0.0,0.0,1779776342.8969128,Gaming,Gaming,-1
192.168.1.4,3.1.174.124,6546,443,TCP,19,4646,244.52631578947367,54,1304,89.272255,4.95957,0.0,45.009346,1779695868.0248766,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,64680,53,UDP,1,72,72.0,72,72,0.0,0.0,0.0,0.0,1779776330.1337504,Gaming,Gaming,-1
192.168.1.4,23.208.65.107,13227,443,TCP,11,1517,137.9090909090909,54,622,107.933088,10.793309,0.000368,107.533211,1779775725.200459,Download,Download,-1
192.168.1.4,192.168.1.1,62472,53,UDP,1,82,82.0,82,82,0.0,0.0,0.0,0.0,1779688167.0975375,YouTube,YouTube,-1
18.67.161.112,192.168.1.4,443,1848,TCP,10,6693,669.3,54,2554,4.835537,0.537282,1e-06,4.252231,1779776349.550941,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,10520,53,TCP,2,132,66.0,66,66,6.0042,6.0042,6.0042,6.0042,1779776415.3817596,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,56452,5355,UDP,2,146,73.0,73,73,0.416444,0.416444,0.416444,0.416444,1779776401.5626516,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,59118,53,UDP,1,84,84.0,84,84,0.0,0.0,0.0,0.0,1779776327.8855128,Gaming,Gaming,-1
172.217.200.94,192.168.1.4,443,5327,TCP,5,330,66.0,66,66,14.83417,3.708543,0.286992,8.453892,1779776335.0176082,Gaming,Gaming,-1
192.168.1.4,3.227.192.0,11222,443,TCP,3,186,62.0,54,78,222.45055,111.225275,5.6e-05,222.450494,1779698052.064577,Idle,Idle,-1
192.168.1.4,192.168.1.1,12647,53,TCP,3,198,66.0,66,66,3.010056,1.505028,1.00997,2.000086,1779775720.871553,Download,Download,-1
192.168.1.4,142.251.221.98,55367,443,UDP,9,5223,580.3333333333334,73,1292,0.173823,0.021728,2.2e-05,0.104713,1779695925.107623,Browsing,Browsing,-1
192.168.1.4,142.251.222.170,10909,443,TCP,51,13348,261.72549019607845,54,1304,251.264647,5.025293,0.0,20.863674,1779776282.1025908,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,56592,53,UDP,1,87,87.0,87,87,0.0,0.0,0.0,0.0,1779776539.8036866,Gaming,Gaming,-1
192.168.1.4,104.18.26.193,59871,443,UDP,60,24759,412.65,85,1292,26.464794,0.448556,3.4e-05,13.428088,1779695820.179734,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,63362,53,UDP,2,168,84.0,84,84,3.013867,3.013867,3.013867,3.013867,1779776270.7405348,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,64255,UDP,1,282,282.0,282,282,0.0,0.0,0.0,0.0,1779688169.9123104,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,59379,53,UDP,1,78,78.0,78,78,0.0,0.0,0.0,0.0,1779776342.8450866,Gaming,Gaming,-1
108.159.19.171,192.168.1.4,443,3187,TCP,17,3374,198.47058823529412,54,1304,1.077611,0.067351,0.0,0.277372,1779776486.2692978,Gaming,Gaming,-1
185.184.8.90,192.168.1.4,443,9778,TCP,17,7256,426.8235294117647,54,1304,227.062537,14.191409,0.0,45.36113,1779695843.4725757,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,53013,UDP,1,167,167.0,167,167,0.0,0.0,0.0,0.0,1779776335.0174036,Gaming,Gaming,-1
192.168.1.4,3.234.121.88,1947,443,TCP,17,5270,310.0,54,1304,30.289579,1.893099,0.0,13.101563,1779776425.6406689,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,59084,UDP,1,126,126.0,126,126,0.0,0.0,0.0,0.0,1779688223.9527411,YouTube,YouTube,-1
192.168.1.4,224.0.0.252,58373,5355,UDP,2,146,73.0,73,73,0.414496,0.414496,0.414496,0.414496,1779776423.6682284,Gaming,Gaming,-1
